Versammlungen Potsdam 2020,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
2020-01-27 00:00:00,17:00 - 18:30,Potsdam,Ablaufen und Putzen der Stolpersteine in Babelsberg,20 - 30,Rudolf-Breitscheid-Straße
2020-02-14 00:00:00,17:00 - 18:00,Potsdam,One Billion Rising Day - Tanflashmob gegen die Gewalt an Frauen,50 - 100,Alter Markt (Fortunaportal)
2020-01-23 00:00:00,13:00 - 14:00,Potsdam,Streikversammlung,30,Alter Markt (Fortunaportal)
2020-01-29 00:00:00,14:30 - 16:30,Potsdam,Protest für die Rettung des Strandbads Babelsberg,20,Friedrich-Ebert-Straße (vor dem Rathaus)
2020-02-15 00:00:00,14:30 - 16:00,Potsdam,Gemeinsam gegen Altersarmut aufmerksam machen,30,"Otto-Braun-Platz, Potsdam"
2020-02-14 00:00:00,15:00 - 17:00,Potsdam,Nur eine nimmt in den Arm,20,Platz der Einheit West
2020-02-08 00:00:00,10:00 - 17:00,Potsdam,Unterschriftensammlung zum bedingungslosen Grundeinkommen,10,"Potsdam HBF, Friedrich-Engels-Str. 99"
2020-02-09 00:00:00,10:00 - 17:00,Potsdam,Unterschriftensammlung zum bedingungslosen Grundeinkommen,10,"Potsdam HBF, Friedrich-Engels-Str. 99"
2020-02-05 00:00:00,18:17,Potsdam,"Gegen Tabubruch in Thüringen, keine Zusammenarbeit mit der AfD",60,Kurfürstenstr (LandesGS FDP) -> Gregor-Mendel-Str. (LandesGS CDU)
2020-02-11 00:00:00,18:00 - 20:00,Potsdam,Für unsere Demokratie,1200,Alter Markt 1
2020-02-20 00:00:00,18:00 - 20:00,Potsdam,Gedenkveranstaltung für die Opfer von Hanau,100,"Platz der Eiheit, Mahnmal für die Opfer von Faschismus und Krieg"
2020-03-07 00:00:00,13:30 - 16:00,Potsdam,Frauentagsdemonstration,300,Innenstadt Potsdam
2020-03-10 00:00:00,17:00 - 20:00,Potsdam,Stopp Defender 2020 - keine Kriegsmanöver in Europa,500,Yorckstraße (zw. W.-Staab-Straße und Dortustraße)
2020-03-08 00:00:00,15:00 - 18:00,Potsdam,Seebrücke-Demo: Grenzen Auf! Leben Retten!,100,Innenstadt Potsdam
2020-04-20 00:00:00,18:00 - 20:00,Potsdam,Montagsdemo,25,Steubenplatz
2020-05-01 00:00:00,11:00 - 14:00,Potsdam,Internationaler Arbeiter*innenkampftag,20,Luisenplatz
2020-04-24 00:00:00,11:00 -13:00,Potsdam,Protest der Gastronomen,3,"Potsdam, Alter Markt"
2020-04-27 00:00:00,18:00 - 20:00,Potsdam,Montagsdemo,20,zwischen Filmmuseum und Breite Straße
2020-04-29 00:00:00,12:00 - 16:00,Potsdam,Rettet die Reisebüros und die Tourismuswirtschaft,20,"Potsdam, Alter Markt"
2020-04-28 00:00:00,14:00 - 15:10,Potsdam,LeaveNoOneBehind Evakuierung der EU-Elendslager,10,"Alter Markt, Fortunaportal"
2020-05-01 00:00:00,11:00 -13:00,Potsdam,Protest der Gastronomen,3,"Potsdam, Alter Markt"
2020-05-01 00:00:00,12:00 -15:00,Potsdam,Klimapolitik zu Zeiten von extremer Trockenheit usw.,20,Innenstadt Potsdam (Route)
2020-05-04 00:00:00,18:00 - 20:00,Potsdam,Gesundheit stärken statt Grundrechte schwächen - Der Virus ist nicht alleine,25,zwischen Filmmuseum und Breite Straße
2020-05-11 00:00:00,18:00 - 20:00,Potsdam,Gesundheit stärken statt Grundrechte schwächen - Der Virus ist nicht alleine,25,zwischen Filmmuseum und Breite Straße
2020-05-18 00:00:00,18:00 - 20:00,Potsdam,Gesundheit stärken statt Grundrechte schwächen - Der Virus ist nicht alleine,25,zwischen Filmmuseum und Breite Straße
2020-05-25 00:00:00,18:00 - 20:00,Potsdam,Gesundheit stärken statt Grundrechte schwächen - Der Virus ist nicht alleine,25,zwischen Filmmuseum und Breite Straße
2020-05-02 00:00:00,15:30 - 17:30,Potsdam,Demonstration zur Aufmerksamkeit für die Fitness-Branche,20,Am Alten Markt
2020-05-08 00:00:00,15:00 - 15:30,Potsdam,"Tag der Befreiung, Kranzniederlegung",,"Bassinplatz, sowjetischer Ehrenfriedhof"
2020-05-05 00:00:00,07:45 - 12:00,Potsdam,"Protest gegen den ""Autogipfel""",50,von Potsdam Innernstadt nach Berlin Zentrum (über A115)
2020-05-06 00:00:00,10:00 - 18:00,Potsdam,Demonstration von Künstlern für Soforthilfen,25,"Potsdam, Brandenbruger Straße (drei Standorte)"
2020-05-08 00:00:00,15:30 - 16:30,Potsdam,Stopp des Baus der Garnisonkirche,20,"Potsdam, Breite Straße/ Dortustraße"
2020-05-13 00:00:00,10:00 - 12:00,Potsdam,Rettet die Reisebüros und die Tourismuswirtschaft,50,"Potsdam, Alter Markt"
2020-05-08 00:00:00,17:30 - 18:30,Potsdam,75. Jahrestag der Befreiung Deutschlands durch die Alliierten,50,"Potsdam, Alter Markt"
2020-05-08 00:00:00,11:00 -13:00,Potsdam,Protest der Gastronomen,50,"Potsdam, Alter Markt"
2020-05-09 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",50,Platz vor dem Brandenburger Tor
2020-05-10 00:00:00,12:00 - 13:00,Potsdam,"Freiheit, Meinungsfreiheit in Zeiten von Corona",30,Vorplatz Brandenburger Tor
2020-05-15 00:00:00,11:55 - 13:00,Potsdam,Internationaler Tag der Familie,20,Platz vor dem Brandenburger Tor
2020-05-11 00:00:00,12:00 - 13:00,Potsdam,"Freiheit, Meinungsfreiheit in Zeiten von Corona",30,Vorplatz Brandenburger Tor
2020-05-12 00:00:00,12:00 - 13:00,Potsdam,"Freiheit, Meinungsfreiheit in Zeiten von Corona",30,Vorplatz Brandenburger Tor
2020-05-13 00:00:00,12:00 - 13:00,Potsdam,"Freiheit, Meinungsfreiheit in Zeiten von Corona",30,Vorplatz Brandenburger Tor
2020-05-14 00:00:00,12:00 - 13:00,Potsdam,"Freiheit, Meinungsfreiheit in Zeiten von Corona",30,Vorplatz Brandenburger Tor
2020-05-15 00:00:00,12:00 - 13:00,Potsdam,"Freiheit, Meinungsfreiheit in Zeiten von Corona",30,Vorplatz Brandenburger Tor
2020-05-16 00:00:00,15:30 - 17:30,Potsdam,Für die Wiedereröffnung der Fitness-Studios und Indoor-Sportstätten im Land BB,50,Alter Markt
2020-05-12 00:00:00,10:00 - 19:00,Potsdam,Bewilligung des bedingungslosen Grundeinkommens,25,Brandenburger Straße
2020-05-16 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",50,Vorplatz Brandenburger Tor
2020-05-15 00:00:00,15:00 - 17:00,Potsdam,Aufmerksamkeit richten auf die dramatische Situation der Tanzschulen,50,Alter Markt
2020-05-23 00:00:00,15:00 - 19:00,Potsdam,Protest der Clubszene,100,"Potsdam, Lustgarten"
2020-05-16 00:00:00,15:30 - 17:30,Potsdam,Für eine schnelle Öffnung der Fitness- und Gesundheitseinrichtungen,50,Alter Markt
2020-06-01 00:00:00,11:00 - 14:00,Potsdam,Verkehrswende Brandenburg jetzt,50,Alter Markt (Landtagsgebäude wird umkreist)
2020-05-23 00:00:00,12:00 - 20:00,Potsdam,Pirschheidi goes Demo - Dieser Zustand ist nicht tanzbar,50,"Potsdam, Innenstadt"
2020-05-15 00:00:00,17:30 - 20:00,Potsdam,Gottes gute Botschaft statt Angst und Schrecken!,30,"Potsdam, Schilfhof"
2020-05-19 00:00:00,15:00 - 17:00,Potsdam,Trinkwasserproblematik i.B.a. die Ansiedlung des Tesla Gigafactory in Freienbrink,50,"Potsdam, Henning-von-Tresckow-Straße"
2020-05-23 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",50,Vorplatz Brandenburger Tor
2020-05-20 00:00:00,10:00 - 12:00,Potsdam,Für die Wiedereröffnung der Fitness-Studios und Indoor-Sportstätten im Land BB,50,Alter Markt
2020-05-22 00:00:00,15:00 - 17:00,Potsdam,Aufmerksamkeit richten auf die dramatische Situation der Tanzschulen,50,Alter Markt
2020-05-20 00:00:00,15:00 - 16:00,Potsdam,Klimaschutz - Mayday 2025,15,Vorplatz BRB-Tor
2020-05-22 00:00:00,08:00 - 16:00,Potsdam,Kunstaktion auf Grund des Fortschreitens des Klimawandels…,25,Am Alten Markt 29
2020-06-01 00:00:00,13:30 - 16:30,Potsdam,Fahrraddemo unter dem Motto: Alle Lager abschaffen!,50,Radroute durch die Innenstadt
2020-06-01 00:00:00,13:00 - 16:30,Potsdam,Fahraddemo unter dem Motto: Alle Lager abschaffen,50,Innenstadt Potsdam
2020-05-19 00:00:00,14:30 - 15:30,Potsdam,Eilversammlung #AugenaufFamilien!,40,"Potsdam, Heinrich-Mann-Allee vor Staatskanzlei"
2020-06-01 00:00:00,13:30 - 16:30,Potsdam,Fahrraddemo unter dem Motto: Alle Lager abschaffen!,50,Radroute durch die Innenstadt
2020-06-01 00:00:00,13:00 - 16:30,Potsdam,Fahrraddemo unter dem Motto: Alle Lager abschaffen!,50,Radroute durch die Innenstadt
2020-05-23 00:00:00,15:47 - 18:00,Potsdam,Gegendemonstration gegen Versammlung 225 (s.o.),25,Vorplatz Brandenburger Tor
2020-05-30 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung der Grundrechte in einer demokratischen Gesellschaft,50,Platz vor dem Brandenburger Tor
2020-05-28 00:00:00,10:00 - 12:00,Potsdam,Agrarpolitik,50,"Potsdam, Lindenstraße 34"
2020-06-03 00:00:00,11:55 - 12:30,Potsdam,Weltkulturerbe Tango Argentino in Deutschland retten,10,"Potsdam, Alter Markt"
2020-06-14 00:00:00,12:00 - 18:00,Potsdam,LeaveNoOneBehind Evakuierung der EU-Elendslager,150,Freifläche auf der Freundschaftsinsel uferseitig Alte Fahrt
2020-06-14 00:00:00,13:00 - 16:00,Potsdam,Aufmerksamkeit für die Lage in den Flüchtlingslagern,100,Wasserdemo von Herrmannswerder zur Alten Fahrt
2020-05-30 00:00:00,15:30 - 17:00,Potsdam,Gegendemonstration gegen Versammlung 276 (s.o.),12,Vorplatz Brandenburger Tor
2020-06-03 00:00:00,14:15 - 15:15,Potsdam,Kungebung mit Übergabe eines Memorandums an die SVV,25,"Potsdam, Prof. Dr. Helmert-Straße"
2020-06-06 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",100,Platz vor dem Brandenburger Tor
2020-06-03 00:00:00,14:00 -20:00,Potsdam,Protest gegen die Verkleinerung des Strandbades und den Abriss,50,"Potsdam, Prof. Dr. Helmert-Straße"
2020-06-08 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,50,"Potsdam, Platz vor dem Filmmuseum"
2020-06-15 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,50,"Potsdam, Platz vor dem Filmmuseum"
2020-06-22 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,50,"Potsdam, Platz vor dem Filmmuseum"
2020-06-29 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,50,"Potsdam, Platz vor dem Filmmuseum"
2020-06-08 00:00:00,11:00 - 12:30,Potsdam,finanzielle Soforthilfe für Studierende,30,"Potsdam, Alter Markt"
2020-06-05 00:00:00,13:00 - 14:00,Potsdam,Poller-Begrüßung,30,"Potsdam, Gutenberg-/Jägerstraße"
2020-06-04 00:00:00,10:00 - 18:00,Potsdam,Kunst und Kultur in Schräglage,25,"Potsdam, Brandenbruger Straße (zwei Standorte)"
2020-06-20 00:00:00,11:00 - 18:00,Potsdam,Zukunft der Mobilität,100,"Potsdam, Alter Markt"
2020-07-25 00:00:00,13:00 - 17:00,Potsdam,Clubbeats auf Potsdams Streets,50,"Potsdam, Innenstadt"
2020-06-13 00:00:00,13:00 - 18:00,Potsdam,Protest der Clubszene,150,"Potsdam, Innenstadt"
2020-06-13 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",100,Platz vor dem Brandenburger Tor
2020-06-14 00:00:00,14:00 - 16:00,Potsdam,Mahnwache zum Internationalen Tag der Tiertransporte,2,Platz vor dem Brandenburger Tor
2020-06-17 00:00:00,17:30 - 18:30,Potsdam,Erinnerungsveranstaltung mit Kranzniederlegung - Volksaufstand 1953,20,"Friedrich-Ebert-Straße 79, Mauer am RAW-Gebäude"
2020-06-15 00:00:00,12:00 - 23:59,Potsdam,#brbhatplatz,20,"Potsdam, Steubenplatz"
2020-07-01 00:00:00,10:00 - 11:00,Potsdam,Übergabe Tarifforderung für Nahverkehr,50,"Potsdam, Stepehnsonstraße"
2020-06-20 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-06-21 00:00:00,13:00 - 17:30,Potsdam,Tanzdemonstration für Klimagerechtigkeit,100,"Potsdam, Platz der Einheit, Brandenburger Tor"
2020-06-20 00:00:00,09:30 - 11:30,Potsdam,Shut down Mietenwahnsinn – sicheres Zuhause für alle!,25,"Potsdam, Friedrich-Ebert-Straße, Stadthaus"
2020-07-11 00:00:00,12:00 - 19:00,Potsdam,Kulturdemo - Die Kulturlandschaft in Potsdam und Brandenburg braucht Hilfe!,300,"Potsdam, Innenstadt"
2020-06-27 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-07-04 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-07-03 00:00:00,14:00 - 15:00,Potsdam,Mahnwache für die Schließung aller Schlachthäuser…,5,Alter Markt
2020-07-06 00:00:00,18:00 - 20:00,Potsdam,"Für Freiden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-07-13 00:00:00,18:00 - 20:00,Potsdam,"Für Freiden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-07-20 00:00:00,18:00 - 20:00,Potsdam,"Für Freiden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-07-27 00:00:00,18:00 - 20:00,Potsdam,"Für Freiden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-08-03 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-08-10 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-08-17 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-08-24 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-08-31 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-09-07 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-09-14 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-09-21 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-09-28 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Freundschaft u. Solidarität….",30,zwischen Filmmuseum und Breite Straße
2020-07-11 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-07-03 00:00:00,16:00 - 18:00,Potsdam,Beschlussfassung des Bundestages zum Kohleausstieg,25,"Potsdam, Breite Straße"
2020-07-20 00:00:00,17:30 - 18:45,Potsdam,Gedenkspaziergang zum 20. Juli 1944,30,Innenstadt Potsdam
2020-07-24 00:00:00,16:00 - 19:00,Potsdam,"Tierschutz, Massentierhaltung und Pandemie=Ursache und Wirkung",6,"Potsdam, Brandenburger Straße 47 A"
2020-10-03 00:00:00,11:00 - 15:00,Potsdam,Wendedankfest 2020,100,"Platz der Einheit, Höhe Wilhelmgalerie"
2020-07-18 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-07-25 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-07-24 00:00:00,14:30 - 20:00,Potsdam,Fridays for Future,100,"Potsdam, Innenstadt"
2020-08-28 00:00:00,12:00 - 14:00,Potsdam,Gegen Kindesmissbrauch und Missbrauch im Ganzen,50,Alter Markt
2020-07-30 00:00:00,18:30 -21:00,Potsdam,Regenbogen-Fahrraddemonstration,25,"Potsdam, Innenstadt"
2020-07-25 00:00:00,14:00 - 15:00,Potsdam,Gedenken an Atombombenabwürfe 1945,30,Hiroshima-Nagasaki-Platz
2020-08-13 00:00:00,14:30 - 15:30,Potsdam,Gedenken an die Maueropfer,130,"Glienicker Brücke, NIKE"
2020-08-08 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-08-07 00:00:00,16:00 - 18:30,Potsdam,Fridays for Future,200,Innenstadt Potsdam
2020-08-22 00:00:00,13:45 - 17:00,Potsdam,Solidarität mit Black Life Matter u. mit Betroffenen rass. Gewalt…,120,Innenstadt Potsdam
2020-08-15 00:00:00,13:00 - 19:00,Potsdam,Media - Trike - Parade,300,Innenstadt Potsdam
2020-08-15 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",100,Brandenburger Straße 1
2020-10-17 00:00:00,12:00 - 17:00,Potsdam,Menschenhandel und moderne Sklaverei,10,Brandenburger / Ecke Schopenhauer Straße
2020-09-01 00:00:00,17:00 - 19:00,Potsdam,Gedenkveranstaltung zum weltfriedenstag,180,"Platz der Einheit, Desserteurdenkmal"
2020-08-19 00:00:00,15:00 - 17:30,Potsdam,Umsetzung der Beschlüsse der SVV vom 06.05.2020 TVöD für alle,400,Innenstadt Potsdam
2020-09-23 00:00:00,12:00 - 13:00,Potsdam,Petition Erschliessungsbeiträge,500,Alter Markt
2020-08-21 00:00:00,17:00 - 20:00,Potsdam,Earth Overshot Day,50,Innenstadt Potsdam
2020-09-02 00:00:00,18:00 - 20:00,Potsdam,30 Jahre Denkmal für den unbekannten Desserteur,100,Platz der Einheit
2020-08-22 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",100,Brandenburger Straße 1
2020-08-20 00:00:00,09:00 - 11:00,Potsdam,Wir haben uns entschieden - Parité Gesetz,50,Jägerallee
2020-09-04 00:00:00,14:30 - 22:00,Potsdam,Flucht ist kein Verbrechen - Alle Lager schließen,100,Alter Markt
2020-10-11 00:00:00,13:00 - 17.00,Potsdam,Rolllende Bässe wir feiern mit Sicherheit Teil 2,60,"Potsdam, Innenstadt"
2020-09-12 00:00:00,10.30 - 15:00,Potsdam,Kundgebung der IG Metall,500,"Potsdam, Bassinplatz"
2020-09-01 00:00:00,10:00 - 17:00,Potsdam,Auftakt Tarifverhandlungen,200,Am Luftschiffhafen
2020-10-03 00:00:00,08:00 - 14:00,Potsdam,Gegen deutsche Kontinuitäten - damals wie heute,100,Bassinplatz 1
2020-09-01 00:00:00,10:00 - 17:00,Potsdam,Auftakt Tarifverhandlungen im Öff. Dienst,200,Am Luftschiffhafen 1
2020-09-19 00:00:00,10:00 - 17:00,Potsdam,Einkommensrunde 2020 öff. Dienst,50,Kongresszentrum am Templiner See
2020-10-22 00:00:00,10:00 - 17:00,Potsdam,Einkommensrunde 2020 öff. Dienst,50,Kongresszentrum am Templiner See
2020-09-25 00:00:00,14.00 - 20:00,Potsdam,Demonstration für ökologisch gerechtere Energiepolitik,100,"Potsdam, Innenstadt"
2020-09-05 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-09-12 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-09-19 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-09-25 00:00:00,15:30 - 18:00,Potsdam,Stärkung der natürlichen Gesundheit für eine Sicherung derGrundrechte in einer demokratischen Gesellschaft,100,Platz vor dem Brandenburger Tor
2020-09-25 00:00:00,14:00 - 16:30,Potsdam,fehlende konsequente Klimapolitik,100,"Potsdam, Innenstadt"
2020-09-19 00:00:00,14:00 - 18:00,Potsdam,Kidical Mass Aktionswochenende - Mehr Spielstraßen - cleanup,50,Innenstadt Potsdam
2020-09-09 00:00:00,16:30 - 18:00,Potsdam,Moria brennt - Aufnahme jetzt,100,Vorplatz Rathaus Potsdam
2020-09-19 00:00:00,09:00 - 12:00,Potsdam,2. Verhandlungsrunde TVÖD,100,Am Luftschiffhafen 1
2020-09-10 00:00:00,15:40 - 19:00,Potsdam,Feuer im Flüchtlingslager Moria,120,Innenstadt Potsdam
2020-09-17 00:00:00,17:00 - 19:00,Potsdam,Poolnudelaktion - Fahrradkorso,10 - 30,Innenstadt Potsdam
2020-10-10 00:00:00,14:00 - 19:00,Potsdam,Interkulturelles Freiheitsforum,500,Luisenplatz
2020-09-23 00:00:00,14:00 - 16:00,Potsdam,Gegen die Streichung der Gesamtförderung des SJD,80,Alter Markt
2020-09-24 00:00:00,16:00 - 18:00,Potsdam,Den Geflüchteten aus Moria schnell helfen,20,Alter Markt
2020-10-24 00:00:00,14:00 - 17:00,Potsdam,Verkehrswende,100,Innenstadt Potsdam
2020-10-05 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-10-12 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-10-19 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-10-26 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-11-02 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-11-09 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-11-16 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-11-23 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-11-30 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-12-07 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-12-14 00:00:00,18:00 - 20:00,Potsdam,"Mahnwache für Frieden , Solidarität und Völkerfreundschaft",100,Freifläche am Filmmuseum
2020-09-26 00:00:00,11:00 - 21:00,Potsdam,Gegen die Verfolgung der Falun Gong Praktizierenden in China,10,Brandenburger Straße / Dortustraße
2020-09-27 00:00:00,16:00 - 18:00,Potsdam,Gegen die Verletzung der Menschenrechte in Belarus,120,Brandenburger Straße 3
2020-09-30 00:00:00,15:00 - 16:00,Potsdam,Für bessere Bezahlung im Gesundheitswesen,50,"Potsdam, Alleestraße 3"
2020-10-17 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",100,Platz vor dem Brandenburger Tor
2020-10-24 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",100,Platz vor dem Brandenburger Tor
2020-10-31 00:00:00,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",100,Platz vor dem Brandenburger Tor
